id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26844905,Trendy Union Square Apartment,201885926,Ramona,Manhattan,East Village,40.73269,-73.98833,Private room,111,2,48,2019-07-02,4.17,1,0
28184101,Great spot in Bushwick,32992928,François,Brooklyn,Bushwick,40.70076,-73.92382,Entire home/apt,180,3,2,2018-09-30,0.21,1,15
19875728,"LARGE 3 bed on UWS, Steps to Central Park, Subway",4328217,Jill,Manhattan,Upper West Side,40.78762,-73.96827,Entire home/apt,325,7,0,,,1,0
16413425,Where Dreams are made of NYC,107556087,Crystal,Manhattan,East Harlem,40.80476,-73.94074,Shared room,89,1,2,2018-10-02,0.19,1,88
34016570,== TRAVELHOLIC Rooms (Modern Decor / Clean) ==,109402182,Michael,Manhattan,Harlem,40.82361,-73.94599,Private room,59,25,3,2019-05-10,1.17,1,24
8439145,"Beautiful, Secure, Central NYC Apartment!",7654837,George,Manhattan,Midtown,40.75287,-73.97439,Entire home/apt,149,10,3,2019-01-01,0.13,1,14
2356082,"Modern, Clean, West Village Apt!",6970733,Laurence,Manhattan,Greenwich Village,40.72946,-74.00189,Entire home/apt,200,2,26,2017-10-22,0.55,1,0
23529395,A cozy garden apartment,175778475,Christopher,Brooklyn,Crown Heights,40.67707,-73.94834,Entire home/apt,145,2,66,2019-07-01,4.85,1,158
19602663,1 Room in high rise facing Central Park w/ balcony,137821526,Cathy,Manhattan,East Harlem,40.79622,-73.94825,Private room,160,1,0,,,2,0
18813227,"★Comfy Bedroom in Convenient, awesome location!★",51380878,Jean Paul,Brooklyn,Flatbush,40.65068,-73.96073,Private room,31,1,83,2019-06-16,3.28,2,37
5707888,"Homey, Large, Gorgeous 2 BR Apt!",3780975,Shira,Manhattan,Harlem,40.80403,-73.95615,Entire home/apt,200,2,6,2016-01-03,0.12,1,0
4750486,Sun-drenched 1BD in Upper East Side,13631524,Hernan & Chelsea,Manhattan,East Harlem,40.79774,-73.93244,Private room,75,2,262,2019-06-09,4.73,1,166
34972828,Sunnyside Gardens Historic Home - Sweet and Green,13077418,Richard,Queens,Sunnyside,40.7475,-73.9161,Entire home/apt,200,2,4,2019-07-01,4.0,1,57
22749967,"Cosy, Colorful, Great Bedford Stuyvesant Location",24467449,Laura,Brooklyn,Bedford-Stuyvesant,40.68567,-73.95146,Entire home/apt,79,1,8,2018-11-18,0.47,2,21
16422375,Nice place,71540842,Willy,Queens,Ridgewood,40.70777,-73.91053,Entire home/apt,75,3,90,2019-06-08,2.93,2,72
32071927,"Sunny, Private Bedroom in ♥ of Downtown (SOHO/LES)",41869388,Emily,Manhattan,Nolita,40.72233,-73.99334,Private room,85,2,20,2019-06-21,4.29,1,5
22213572,2 bedroom available in the heart of Williamsburg,13795760,Eliza Love,Brooklyn,Williamsburg,40.7142,-73.96099,Private room,85,1,0,,,2,0
22516361,Cozy & artsy apt in East Village - 2 bedrooms,26583247,Frannie,Manhattan,East Village,40.7316,-73.98507,Entire home/apt,132,7,0,,,1,0
35181903,Stunning Park Slope Duplex (15 Mins to Manhattan!),264934283,Susan,Brooklyn,Windsor Terrace,40.65957,-73.98376,Entire home/apt,450,3,3,2019-07-01,3.0,2,302
18560569,Central Park north spacious residence,9727058,Pat,Manhattan,Harlem,40.80389,-73.95178,Entire home/apt,199,3,17,2019-04-07,0.65,1,280
19853343,1 bedroom in 3 bedroom apartment,18990231,Kwam,Queens,Ridgewood,40.70373,-73.90873,Private room,45,1,3,2017-10-04,0.13,1,0
18112181,Sunny Williamsburg Studio Overlooking the Park,16970101,Tia,Brooklyn,Williamsburg,40.72128,-73.95547,Entire home/apt,175,2,8,2019-05-25,0.43,1,0
20076056,Cozy Room in Upper-East Side Tower,67127998,Mark,Manhattan,Upper East Side,40.7811,-73.95003,Private room,69,20,3,2018-06-23,0.13,1,0
36343588,"Beautiful 2 BR apt, UWS",264810896,Christine,Manhattan,Upper West Side,40.7715,-73.9877,Entire home/apt,240,3,0,,,1,58
12623332,Sun-drenched Park Slope Studio,11732822,Megan,Brooklyn,Park Slope,40.67776,-73.9743,Entire home/apt,160,4,33,2019-06-15,0.87,1,1
9926377,Amazing 1 Bedroom Greenwich Village,1455309,Scott,Manhattan,Greenwich Village,40.7274,-73.99991,Entire home/apt,250,3,0,,,1,0
29455145,"Modern 1BR Astoria, espresso maker, 5 min 2 train",4540122,Evan,Queens,Astoria,40.76204,-73.92267,Entire home/apt,74,5,3,2019-05-21,0.53,1,52
20915909,Spacious 2-bedroom townhouse apt in Clinton Hill,411697,Daniel,Brooklyn,Clinton Hill,40.68451,-73.96052,Entire home/apt,225,4,29,2019-06-23,2.2,1,43
32408700,Astoria 1 Bedroom Apt 10 minutes from LGA Airport,23260853,Rich,Queens,Astoria,40.76889,-73.92957,Entire home/apt,125,2,4,2019-06-17,0.92,1,14
33880288,Perfect Location!,3128437,Natalie,Queens,Astoria,40.75792,-73.92249,Private room,120,1,0,,,2,89
10231294,Cozy private room with own TV,52577963,Mark,Queens,Woodhaven,40.69454,-73.85041,Private room,45,5,34,2019-06-10,0.85,6,212
13624873,East Village Cottage,2010460,Thaya,Manhattan,East Village,40.72544,-73.9899,Private room,80,2,31,2019-06-30,0.94,1,28
33998142,Sonder | Wall Street | Superior 3BR + Rooftop,219517861,Sonder (NYC),Manhattan,Financial District,40.70597,-74.01248,Private room,616,2,5,2019-06-12,2.46,327,255
23252443,Wyndham Midtown 45 (2 Bedroom Presidential) 2A,100238132,Michael,Manhattan,Midtown,40.75377,-73.97223,Entire home/apt,339,3,40,2019-05-13,2.63,12,0
29457860,not available,914386,Anna,Queens,Ozone Park,40.68129,-73.84235,Private room,75,1,1,2018-10-26,0.12,2,173
9024661,TRUE2BR-PRIME MIDTOWN EAST~53rd&3rd,2856748,Ruchi,Manhattan,Midtown,40.75759,-73.96902,Entire home/apt,230,30,0,,,49,332
6990524,3BR Gramercy Apt in heart of NYC,36650631,Alissa,Manhattan,Kips Bay,40.73912,-73.9825,Entire home/apt,300,1,0,,,1,0
9844482,Garden apartment oasis.,9523962,Andre,Brooklyn,Prospect-Lefferts Gardens,40.66201,-73.95352,Entire home/apt,125,9,10,2016-08-24,0.24,1,0
14201811,Adorable Abode in Harlem,23033819,Brandy-Courtney,Manhattan,Harlem,40.82085,-73.95398,Private room,75,2,0,,,1,0
14135904,Zen Bed/Bath in Historic Harlem,63361875,Elisa,Manhattan,Harlem,40.81667,-73.94342,Private room,75,3,6,2017-05-21,0.17,1,0
11147376,Luxury Apt in the Heart of Brooklyn,22218564,Jeremy,Brooklyn,Fort Greene,40.68675,-73.97923,Entire home/apt,185,30,13,2019-01-24,0.33,1,212
1013648,Gorgeous 2 Fl Apt in1887 Brownstone,5018907,Vera,Brooklyn,Park Slope,40.67541,-73.9784,Entire home/apt,225,7,8,2015-08-29,0.11,1,342
36007006,Centrally Located 1BDR With Furnished Patio,270906714,Jennifer,Manhattan,Hell's Kitchen,40.75654,-73.99173,Entire home/apt,320,3,0,,,1,341
16437326,1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,69545883,Chayla,Manhattan,Midtown,40.75183,-73.97337,Private room,599,3,0,,,12,365
17500539,"HUGE 1BR Apt, Varrazano promenade,night life& More",37519641,Ahmed,Brooklyn,Fort Hamilton,40.61364,-74.0354,Entire home/apt,160,2,4,2019-04-11,0.42,1,313
16416588,One Bedroom off of Franklin Avenue in Brooklyn,43870735,Tj,Brooklyn,Crown Heights,40.6706,-73.96026,Entire home/apt,72,6,0,,,1,0
21891406,Bright studio size room in the East Village,42954481,Cindy,Manhattan,East Village,40.72801,-73.98736,Private room,95,1,3,2018-10-29,0.16,1,0
16587776,Taaffe Loft,33674633,Michael,Brooklyn,Bedford-Stuyvesant,40.69121,-73.95877,Private room,55,1,0,,,1,0
21851368,"Trendy, Chill & Comfy in Manhattan NYC",153025974,Kelsy,Manhattan,Washington Heights,40.84182,-73.93898,Entire home/apt,130,3,25,2019-06-22,1.36,1,155
33904680,HUGE Master Suite in Spacious Duplex,10374669,Josephine,Manhattan,Hell's Kitchen,40.76537,-73.98767,Private room,92,5,2,2019-06-09,0.71,1,187
20518193,Luxurious 4 Bedroom 2.5 Bath Duplex in Brooklyn,138770550,Charmine,Brooklyn,Crown Heights,40.67052,-73.93444,Entire home/apt,400,3,19,2019-06-28,1.03,3,97
13877683,"Perfect Private Garden Apartment, 2 blox to subway",57994,Martin & Hande,Brooklyn,Bedford-Stuyvesant,40.68082,-73.91128,Entire home/apt,99,2,142,2019-07-07,3.94,1,57
6481924,"Brooklyn, Sundrenched & Peaceful",1862576,Gan,Brooklyn,Sunset Park,40.65168,-74.00178,Entire home/apt,105,7,3,2016-01-06,0.06,1,0
25625417,The Palace of Perhaps (Bushwick / Ridgewood),21061846,Briana,Queens,Ridgewood,40.69943,-73.90712,Private room,40,2,13,2019-06-28,0.99,1,0
13432828,Elegant Large One Bed  / 1.5 Bathroom-  UWS,3469064,Amy,Manhattan,Upper West Side,40.7801,-73.97917,Entire home/apt,230,7,0,,,1,0
9351679,"1Bdr APARTMENT, Astoria, NY [10min from Manhattan]",48534909,Despina,Queens,Astoria,40.76483,-73.91522,Entire home/apt,99,4,4,2019-01-04,0.09,1,0
8135887,Private Room in Modern Apartment,27362570,Autumn,Queens,Ridgewood,40.70136,-73.89608,Private room,52,1,4,2015-10-24,0.09,1,0
613556,"2 BED TriBeCa, Beautiful-Renovated!",1475015,Mike,Manhattan,Tribeca,40.71655,-74.01171,Entire home/apt,130,30,2,2015-10-31,0.03,52,116
13202374,Spacious bedroom in light filled w'burg apartment,22913446,Rachael,Brooklyn,Williamsburg,40.71382,-73.94285,Private room,56,21,0,,,1,0
31053208,Boutique Brooklyn Loft,231959634,Eleanor And Alex,Brooklyn,Bushwick,40.69488,-73.93115,Private room,55,1,23,2019-06-10,3.77,2,28
29132306,BEST LOCATION IN NEW YORK:PRIVATE MEDIUM SIZE ROOM,183748836,Alex,Manhattan,Midtown,40.75829,-73.97259,Private room,120,1,44,2019-05-22,4.91,1,4
5569302,"Sunny Apt, park view - Jeffreson L",5074343,Josh,Brooklyn,Bushwick,40.70336,-73.92416,Entire home/apt,65,5,0,,,1,0
7050316,Best Location near Columbia U,36818817,Mifan,Manhattan,Morningside Heights,40.8046,-73.96545,Private room,50,1,1,2015-07-06,0.02,2,0
32721564,2 Bedroom Apartment in Residential Neighborhood,90463984,Isabelle,Queens,Richmond Hill,40.70047,-73.84086,Entire home/apt,120,7,0,,,3,52
28682647,Private room in Bushwick Brooklyn,216392786,Kaz,Brooklyn,Bushwick,40.6982,-73.93034,Private room,60,2,21,2019-05-28,2.31,1,57
9713997,Extra BR in dreamlike soho loft,1317360,John,Manhattan,SoHo,40.72145,-74.00231,Private room,200,1,16,2019-05-22,0.83,2,365
294242,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,40.7389,-73.95395,Entire home/apt,199,3,75,2019-06-05,0.93,28,84
12973363,Prospect Park Brownstone,22846970,Paige,Brooklyn,Prospect Heights,40.675,-73.96406,Private room,88,2,46,2017-07-31,1.19,1,0
35198287,Light-filled Williamsburg Loft,24643940,Lucy,Brooklyn,Williamsburg,40.70726,-73.96657,Entire home/apt,550,2,2,2019-07-05,2.0,1,81
1133296,Entire home/apt in Chelsea New York,6216882,Raquel,Manhattan,Chelsea,40.74119,-74.00234,Entire home/apt,175,3,19,2019-06-24,0.25,1,194
10134285,"Cute bedroom in Chinatown,",566660,Markus,Manhattan,Chinatown,40.71615,-73.99539,Private room,99,1,42,2018-01-01,0.98,1,0
5414471,Cool Studio Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72533,-73.94014,Entire home/apt,129,30,1,2018-05-31,0.07,52,340
26969,2 story family home in Williamsburg,115307,Alexandra,Brooklyn,Williamsburg,40.71942,-73.95748,Entire home/apt,325,3,324,2019-06-23,3.01,1,107
24066510,Gorgeous Room available in a 2 bed/apt!,21563231,Nafsica,Manhattan,Harlem,40.82632,-73.94637,Private room,69,3,7,2018-10-25,0.46,1,172
5085803,Beautiful Studio in the Upper East (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,40.78151,-73.94775,Entire home/apt,99,30,12,2019-04-27,0.29,15,208
33238238,Luxury Suite in Midtown Manhattan,24831061,Hosteeva,Manhattan,Midtown,40.7643,-73.98199,Entire home/apt,310,1,2,2019-04-21,0.7,8,0
26939323,SUNNY ROOM 1 - SHORT RIDE TO MANHATTAN!,141362117,Julian And Michael,Brooklyn,Williamsburg,40.7076,-73.93426,Private room,67,2,32,2019-06-23,2.8,2,348
35233962,Beautiful 1BR Apt. by Times Square and Bryant Park,264950723,Lenny,Manhattan,Midtown,40.75287,-73.98631,Entire home/apt,350,4,1,2019-06-09,1.0,1,2
29013947,"Beautiful Bedroom in Bushwick, Brooklyn!",124069492,Maria,Brooklyn,Bushwick,40.70249,-73.92557,Private room,74,1,26,2019-06-30,2.9,2,34
22280482,HUGE private bedroom in Artists' home in Bushwick,43756609,Karina,Brooklyn,Bushwick,40.68847,-73.913,Private room,70,1,3,2018-01-01,0.16,2,0
15204878,PRESIDENTIAL Condo 1 BDRM Wyndham Midtown 45 NYC,96098402,Wynpoints,Manhattan,Midtown,40.75362,-73.97158,Private room,749,2,5,2016-12-31,0.15,12,365
9958442,NYC 2BR ap for HOLIDAYS in the CITY,10558287,Julian,Manhattan,Kips Bay,40.7439,-73.97974,Entire home/apt,199,10,0,,,1,0
5894824,Hotel Gabrielle,26554386,Gabrielle,Brooklyn,Prospect-Lefferts Gardens,40.65516,-73.95882,Entire home/apt,105,14,43,2019-01-02,0.83,1,319
16708692,2 Bedroom Apt.-30 secs from C train,110708643,Stephen,Brooklyn,Bedford-Stuyvesant,40.67983,-73.92121,Entire home/apt,82,2,80,2019-05-26,2.76,1,28
15535864,Sleek 1BR + private bath in beautiful brownstone,59909443,Kobby,Brooklyn,Bedford-Stuyvesant,40.67764,-73.92241,Private room,75,3,5,2018-09-09,0.15,1,145
21926844,Private Room on Roosevelt Island,35674813,Xizi,Manhattan,Roosevelt Island,40.7611,-73.95015,Private room,40,7,1,2018-01-21,0.06,1,0
19809264,Big Sunny 1BR near the subway - 20 mins to NYC!,18197578,Caitlin,Brooklyn,Crown Heights,40.66756,-73.95812,Entire home/apt,100,3,12,2018-11-25,0.5,1,4
34144954,Spacious Modern Flat in the Heart of Williamsburg,93090420,Patrick,Brooklyn,Williamsburg,40.71327,-73.96155,Private room,100,1,0,,,1,66
31038331,Splendid Midtown Studio w/ Gym + Doorman by Blueground,107434423,Blueground,Manhattan,Midtown,40.75146,-73.99,Entire home/apt,215,30,0,,,232,2
35425682,** Location~Location~Location in Time Square **,266477120,Mary,Manhattan,Hell's Kitchen,40.76125,-73.98848,Entire home/apt,120,3,2,2019-07-05,2.0,1,203
17633820,Bohemian apt in the heart of Greenwich Village,9132087,Brandon,Manhattan,Greenwich Village,40.72956,-73.99979,Entire home/apt,169,3,22,2018-12-26,0.81,2,0
20045641,Modern Private Room in Prime Williamsburg!,48851196,Ilya,Brooklyn,Williamsburg,40.71042,-73.94744,Private room,80,25,0,,,1,0
20826953,Sublet for Oct (Phone number hidden by Airbnb) utilities included,149394434,Jeanette,Queens,Ridgewood,40.7025,-73.90985,Private room,23,1,0,,,1,0
18989137,Boerum Hill Beauty,132464510,Christine,Brooklyn,Boerum Hill,40.68508,-73.98413,Private room,125,1,8,2018-10-07,0.32,1,156
4494217,Stylish West Village Artists Penthouse Loft,22720650,Duane,Manhattan,West Village,40.73604,-74.0056,Entire home/apt,130,30,1,2018-12-24,0.15,2,0
30468736,Spacious apt in Brooklyn Brownstone 1 min to Metro,39523280,Rebecca,Brooklyn,Prospect-Lefferts Gardens,40.66184,-73.9495,Entire home/apt,185,2,30,2019-06-21,4.59,1,281
3487445,Sunny and Spacious 1 bedroom apt,2553182,Esty,Manhattan,Upper East Side,40.77097,-73.94848,Entire home/apt,350,1,0,,,1,0
9289159,"Beautiful 5bedrm duplex,   sleeps 11 comfortably!",43963802,Tanya,Manhattan,Harlem,40.8228,-73.94567,Entire home/apt,465,3,46,2019-06-29,1.22,2,325
24945511,Elegance on West Side,48889862,Miki,Manhattan,Harlem,40.79891,-73.9528,Entire home/apt,105,2,42,2019-07-01,3.04,1,115
33831074,Sunny Private Bedroom in Upper West Side,238321374,Eyal,Manhattan,Upper West Side,40.79995,-73.96139,Private room,60,30,0,,,32,83
30395433,Gorgeous NYC apt.  near everything! (Women only),27698539,Roberta,Manhattan,Midtown,40.74985,-73.98152,Private room,90,2,13,2019-07-07,1.88,1,24
7131007,Cozy Home in Brooklyn Brownstone,2830197,Roberta & Rob,Brooklyn,Bedford-Stuyvesant,40.6852,-73.95636,Entire home/apt,110,3,14,2017-10-15,0.29,1,0
26366913,Luxury Bright Soho Loft,4806931,Courtney,Manhattan,SoHo,40.72182,-74.00255,Entire home/apt,450,2,1,2019-06-04,0.86,1,360
19161964,A Private and Cozy room near Columbia University,107704855,Mohammad,Manhattan,Morningside Heights,40.8107,-73.95842,Private room,60,1,1,2017-11-15,0.05,1,0
33571687,Sunny And Spacious Apartment In Chelsea,151048265,Minnie,Manhattan,Chelsea,40.74038,-74.00139,Entire home/apt,170,3,2,2019-06-01,1.09,1,39
33475698,Germania's Deluxe Palace,252019224,Gladys Germania,Queens,Jamaica Estates,40.71668,-73.80588,Entire home/apt,250,1,13,2019-06-30,4.15,1,359
16634357,Huge 2 Bed Apt with Private Bathrooms in UES!,109886922,Michael,Manhattan,Upper East Side,40.77486,-73.95296,Entire home/apt,899,30,6,2018-05-18,0.23,1,89
14359772,(1)Comfy Home Away From Home/Multiple rooms!!,88043058,Pamela,Brooklyn,Bedford-Stuyvesant,40.68787,-73.95332,Private room,83,1,110,2019-07-06,3.46,4,307
1960358,Couples and Family Paradise.,10129919,Jorge,Brooklyn,Cypress Hills,40.68528,-73.87819,Entire home/apt,80,3,225,2019-06-30,3.49,2,250
7727798,Room with its private bathroom and garden access,22577148,Diana,Brooklyn,Bedford-Stuyvesant,40.69461,-73.93406,Private room,86,3,91,2019-07-02,1.99,7,20
14010252,"1br Apartment EastVillage,Manhattan",83757347,Leslie,Manhattan,East Village,40.72379,-73.98224,Entire home/apt,210,1,76,2019-06-15,2.1,1,311
35314242,"A Private and Comfy, Bohemian  Room",161829611,Gabrielle,Manhattan,Washington Heights,40.8564,-73.92703,Private room,66,1,2,2019-06-30,2.0,1,60
83243,Brooklyn Cove Studio Apt w/ Garden!!,453519,Julian,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2019-06-10,2.27,1,194
13623187,Heart of Williamsburg 1 bedroom Bedford L train,13752339,Meg,Brooklyn,Williamsburg,40.72012,-73.95675,Entire home/apt,130,28,20,2018-08-27,0.59,1,80
35681112,Old world oasis of calm nestled in a vibrant hood,4363908,James Abordo,Brooklyn,Bedford-Stuyvesant,40.68479,-73.94416,Private room,75,2,0,,,1,14
15393637,Uptown NEVER Felt so in the Middle of Everything,37435847,Jay,Manhattan,East Harlem,40.79534,-73.94526,Entire home/apt,100,1,73,2018-12-28,2.37,1,0
36468386,纽约罗岛Roosevelt Island整租或合租 窗外美景 设施全 家具新 到曼哈顿方便 性价比高,228268650,Yan,Manhattan,Roosevelt Island,40.76688,-73.94688,Entire home/apt,145,1,0,,,1,30
3629580,Upper East Renovated 1 Bedroom,18289867,Dan,Manhattan,East Harlem,40.79032,-73.94523,Private room,55,1,3,2014-08-27,0.05,1,0
21739264,423 ocean parkway,158338077,Muhammad,Brooklyn,Kensington,40.63929,-73.9718,Private room,67,1,29,2019-06-16,1.79,2,143
22940777,Park Slope 1BR 1st Floor Apt - Perfect for 1 - 2,136636824,Mo,Brooklyn,Park Slope,40.67418,-73.97918,Entire home/apt,100,2,27,2019-06-02,1.56,1,0
23352462,Warm room for nice people in Bensonhurst !,38121779,Viktoria,Brooklyn,Gravesend,40.60687,-73.98349,Private room,62,1,0,,,1,0
15176641,Near transportation private room,19923341,Ahmad,Queens,Whitestone,40.78573,-73.81062,Private room,85,1,0,,,1,365
1475631,BLYN BROWNSTONE CORZY CORNER in NYC,2015914,Majar,Brooklyn,Bushwick,40.68786,-73.91722,Private room,62,3,95,2019-02-11,1.32,8,338
29308781,Designer's Two Floors New Deluxe Apartment in NYC,220709091,Dan & Melisa,Brooklyn,Bay Ridge,40.63859,-74.02497,Entire home/apt,82,1,56,2019-06-22,6.41,1,288
19763459,Great location-Close to metro in cool neighborhood,81160897,Roberto,Brooklyn,Bushwick,40.70152,-73.91148,Private room,50,1,16,2019-04-21,0.66,1,343
24116631,Beautiful Manhattan Apt- 20 min to Times Square,5740704,Lauren,Manhattan,Washington Heights,40.84884,-73.93199,Entire home/apt,82,7,0,,,1,0
22126048,Cozy Room #2 in Brooklyn Home 15 Min from JFK,126110540,Janine,Brooklyn,East New York,40.66379,-73.88177,Private room,50,1,43,2019-07-01,2.26,3,89
24086178,2 Bedroom Astoria Beautiful,6523823,Louis,Queens,Ditmars Steinway,40.77516,-73.91792,Entire home/apt,103,5,1,2018-04-22,0.07,1,0
16321376,Sunny 1 Bedroom Apt. in Brooklyn,43610994,Christopher,Brooklyn,Bedford-Stuyvesant,40.67902,-73.95085,Entire home/apt,70,2,5,2018-12-29,0.19,1,0
837430,Ground Floor Studio With Backyard,252365,Eileen,Manhattan,East Village,40.7225,-73.98267,Entire home/apt,130,5,4,2015-01-03,0.05,1,0
4295603,Beautiful Loft in flawless factory conversion,7503643,Vida,Brooklyn,Greenpoint,40.7255,-73.9409,Entire home/apt,129,30,1,2015-03-27,0.02,52,300
36236367,金城发suit3.  (single room with twin bed),255641440,Li,Queens,Flushing,40.75138,-73.81515,Private room,35,1,0,,,7,358
12725523,Top Floor Newly Renovated 1-Bedroom,6472334,Matthew,Brooklyn,Williamsburg,40.70832,-73.95336,Entire home/apt,139,4,12,2016-11-28,0.31,2,0
27933429,Cute Williamsburg studio,35335572,Caleb,Brooklyn,Williamsburg,40.71645,-73.95721,Entire home/apt,130,3,1,2019-01-01,0.16,1,2
22825784,Lower Eastside Loft,27584983,Camille,Manhattan,Lower East Side,40.71263,-73.98106,Entire home/apt,250,3,9,2018-06-12,0.53,1,0
9945515,Sunny and Cozy  Private Room by L train,8515724,J,Brooklyn,Williamsburg,40.70896,-73.94129,Private room,102,1,30,2018-08-27,0.7,3,10
12735986,Spacious Studio 15 min to Manhattan,69258420,Arturo,Queens,Astoria,40.75953,-73.91182,Entire home/apt,135,5,18,2019-05-26,0.47,1,363
585491,Beautiful Modern Apt in Brooklyn,2886652,Kanan & Tobias,Brooklyn,Crown Heights,40.6806,-73.96317,Entire home/apt,195,2,160,2019-06-18,1.95,1,255
9296077,Central Park - spacious 1 bedroom -,42064476,Marine,Manhattan,Upper East Side,40.77234,-73.96045,Entire home/apt,200,1,9,2016-10-13,0.2,1,0
22356845,The BROOKLYN Room with Outdoor Space,7416563,Timo,Brooklyn,Downtown Brooklyn,40.68962,-73.98489,Entire home/apt,80,4,87,2019-06-16,4.71,1,4
35029551,3000 sq. ft. Designer Loft in the heart of NYC,29001886,Ella,Manhattan,East Village,40.73256,-73.99102,Entire home/apt,700,6,0,,,1,9
11442670,Females Only Private Room JFK 1Omin,60145132,Annett And Chuck,Queens,Jamaica,40.69462,-73.80178,Private room,40,1,1,2016-10-08,0.03,1,88
26814302,Amazing Studio at the Time Square Area/54C,48146336,Irina,Manhattan,Hell's Kitchen,40.76118,-73.99342,Entire home/apt,120,30,3,2019-04-07,0.33,20,346
7074504,Lovely private room with half bath,37091023,Olivia,Brooklyn,Park Slope,40.67102,-73.9808,Private room,100,1,1,2015-07-19,0.02,1,0
31509696,Quaint Furnished Studio in Doorman Building!,234650220,Pacita,Brooklyn,Brooklyn Heights,40.69657,-73.99604,Entire home/apt,79,3,1,2019-06-01,0.77,1,94
11714137,Charming home in Brooklyn,1486872,Kelly,Brooklyn,Gowanus,40.67061,-73.9904,Entire home/apt,250,7,5,2019-05-17,0.15,2,1
12368099,Home 4 Medical Professionals-St Johns Hospital,26377263,Stat,Queens,Far Rockaway,40.5978,-73.75296,Private room,40,30,0,,,43,354
32287174,"Brownstone Apt, 1min to Subway, 20min to Manhattan",242348374,Ninja & Sung,Brooklyn,Clinton Hill,40.68846,-73.96139,Entire home/apt,195,3,12,2019-07-01,3.71,1,38
34143632,"Big, Bright, Beautiful Roommate Share in Prime BK",257773717,Lydia,Brooklyn,Williamsburg,40.70954,-73.96284,Private room,58,30,0,,,5,308
35616402,Cozy room for NYC summer rental,152132335,Ursula,Queens,Woodside,40.74164,-73.90289,Private room,100,5,0,,,1,197
21110494,Nice  spotless room attached PRIVATE FULL BATHROOM,120767920,Jimmy &Cindy,Queens,Flushing,40.75898,-73.81448,Private room,45,3,67,2019-06-21,3.16,10,349
28584472,Art gallery apartment in the center of Manhattan,50462097,Jirayus,Manhattan,Hell's Kitchen,40.76435,-73.9875,Entire home/apt,199,2,35,2019-07-05,4.29,1,200
2794734,Spacious brownstone parlour ,2343136,Tyson,Brooklyn,Cobble Hill,40.68811,-73.99421,Entire home/apt,175,1,2,2015-04-26,0.03,1,0
36004542,Cosy Bedroom in the Heart of Manhattan,30461045,Dayana,Manhattan,Midtown,40.76384,-73.98248,Private room,125,1,6,2019-07-01,6.0,1,142
10647977,Cozy studio in WaHi,32298504,Cassy,Manhattan,Washington Heights,40.83723,-73.94249,Entire home/apt,70,3,34,2018-10-24,0.81,1,0
7917251,"Amazing LES apt - cool, bright...",41747327,Amy,Manhattan,Lower East Side,40.71909,-73.99028,Entire home/apt,95,1,98,2019-06-23,2.13,1,240
394026,ArtistLoft-MccarenPark-Williamsburg,1651591,Todd,Brooklyn,Greenpoint,40.72049,-73.95221,Private room,90,2,2,2018-10-08,0.02,2,89
17512883,Amazing 1 Bedroom | 1 Bedroom | Skyline View,3191545,Kyle,Manhattan,Murray Hill,40.74919,-73.97244,Entire home/apt,135,30,0,,,23,365
19538717,East Williamsburg Studio,48542743,Yoon,Brooklyn,Williamsburg,40.71204,-73.93535,Entire home/apt,70,5,2,2018-09-05,0.19,1,0
794427,Prospect Park Modern 3 Bedroom,4185135,David,Brooklyn,Windsor Terrace,40.65875,-73.9766,Entire home/apt,225,300,13,2018-04-07,0.23,2,0
35971885,Private Room + Outdoor Space in Modern Chelsea Apt,261627898,Brett,Manhattan,Chelsea,40.74672,-74.00431,Private room,105,1,2,2019-07-06,2.0,2,31
34255385,Amazing Apartment infront of Williamsburg Bridge!,258412458,Sophia,Brooklyn,Williamsburg,40.71289,-73.96603,Entire home/apt,300,2,3,2019-06-16,1.84,1,25
30388944,Mod + Lux Theater District 1BR w/ Indoor pool by Blueground,107434423,Blueground,Manhattan,Theater District,40.75971,-73.98551,Entire home/apt,347,30,0,,,232,266
25355282,Bed Available in Brooklyn,26996515,Will,Brooklyn,Bedford-Stuyvesant,40.68878,-73.92857,Shared room,30,1,21,2018-09-30,1.6,2,0
22339430,*Ep)  Beautiful Private Room 20 min to Manhattan,154258141,Elsie,Brooklyn,Bushwick,40.68804,-73.91493,Private room,75,2,46,2019-06-24,2.65,10,360
35614263,"Luxury, Cozy & Modern apartment in Brooklyn",193961455,Gerald,Brooklyn,Williamsburg,40.7191,-73.94494,Entire home/apt,190,1,7,2019-07-06,7.0,1,210
1317612,"Sunny Rm #3, Air Conditioner, Park,Express Q train",2478675,Gina,Brooklyn,Flatbush,40.65393,-73.95845,Private room,36,1,173,2019-06-29,2.38,5,360
